itemCode,name,Description,customer,Max Qty,Count,Price,Cost,MSRP,subscriptionPeriodMonths,Frequency,billingType,billingPeriodType,firstBillingPeriodType,cancelTime,renewalAction
DUO-ACCESS,DUO-ACCESS,Cisco Duo Security Standard Access - License - 1 L,Broker,36823,105,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-EMP-HUB-PRO,A-SPK-EMP-HUB-PRO,Pro Pack for Cisco Spark Control Hub - EA,Broker,36675,64,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-P-COMMON11X,A-FLEX-P-COMMON11X,Common Area v11 License,Broker,36304,89,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
UMB-INSI-FX-K9,UMB-INSI-FX-K9,Umbrella Insights for FX Offer,Broker,36000,1,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
UMB-PROFESSIONAL,UMB-PROFESSIONAL,Umbrella Professional,Broker,32970,62,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SF-P-AMP-ADV-10,E2SF-P-AMP-ADV-10,Sec EA 2.0 Choice AMP Endpoints Advantage 10pk,Broker,32523,53,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
UMB-DNS-ESS-K9,UMB-DNS-ESS-K9,Cisco Umbrella DNS Security Essentials,Broker,32230,30,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-EC-TEC+,A-SPK-EC-TEC+,Toll Enterprise Agreement Plus,Broker,32200,46,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-EMP-CDMT1-M3,A-SPK-EMP-CDMT1-M3,Business Messaging & Cloud Advanced Meetings),Broker,32200,46,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-PJXSAGT12.5,A-FLEX-PJXSAGT12.5,On-Premises UCCX Standard Agent License v12.5,Broker,31333,327,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-TEAMS-MSG,A-FLEX-TEAMS-MSG,Flex Teams Messaging -1,Broker,31260,73,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SF-U-SIG-ESSR-K9,E2SF-U-SIG-ESSR-K9,Sec EA 2.0 Choice Umbrella Reconstruction SIG Esse,Broker,30450,17,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3S-ISE-PRM,E3S-ISE-PRM,Security EA 3.0 ISE Premier Subscription,Broker,30350,10,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SF-DUO-E-BYD-FS,E2SF-DUO-E-BYD-FS,EDU Edition - Faculty / Staff / Associates /Affili,Broker,30000,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
AMP4E-CL-LIC,AMP4E-CL-LIC,AMP for Endpoints Cloud subscription,Broker,28895,49,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-AU-HUB-PRO,A-SPK-AU-HUB-PRO,Spark Control Hub Pro - Active User,Broker,28749,58,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-P-ACC-11X,A-FLEX-P-ACC-11X,Access v11 License -1,Broker,28480,64,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SF-I-ISE-BASE-10,E2SF-I-ISE-BASE-10,Security EA 2.0 Choice ISE Base License 10pk,Broker,28001,24,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-P-ESS-12X,A-FLEX-P-ESS-12X,Essential v12 License -1,Broker,27953,292,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-F-PROPK-ENT,A-FLEX-F-PROPK-ENT,FedRAMP Pro Pack for Cisco Control Hub Entitlement,Broker,27351,16,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-F-C-DEV-ENT,A-FLEX-F-C-DEV-ENT,FedRAMP Cloud Device Registration Entitlement,Broker,27096,7,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-F-MSG-ENT,A-FLEX-F-MSG-ENT,FedRAMP Messaging Entitlement,Broker,27096,7,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-AUCM2-EAL,A-FLEX-AUCM2-EAL,AU Cloud Meetings Tier 2 purchased with EA Calling,Broker,26622,47,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-NUPL1,A-FLEX-NUPL1,NU On-Premises Calling Tier 1 -1,Broker,26391,49,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-AUD-OCP1-U,A-AUD-OCP1-U,Outbound Calling Plan- Uncommitted Usage Overage,Broker,26143,133,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-NU-COMMON,A-FLEX-NU-COMMON,NU Common Area Add-on -1,Broker,25537,36,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-CL-CA,A-FLEX-CL-CA,Webex Calling Common Area Entitlement,Broker,25360,184,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SF-E-CES-10,E2SF-E-CES-10,Sec EA 2.0 Choice Cloud Email Sec. (ESP+AMP+GSU) L,Broker,25324,57,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-WX-US-TA-BCTF,A-WX-US-TA-BCTF,Bridge Country Toll Free Call-in (1),Broker,25285,8,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3S-UMB-SIGE,E3S-UMB-SIGE,Security EA 3.0 Umbrella Secure Internet Gateway E,Broker,25197,14,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-AU-CLDMT-M3,A-SPK-AU-CLDMT-M3,Cloud Meetings,Broker,24625,144,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-WX-CS-TA-BCT,A-WX-CS-TA-BCT,Bridge Country Toll Call-in (1),Broker,23729,31,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SF-I-ISE-PLUS-10,E2SF-I-ISE-PLUS-10,Security EA 2.0 Choice ISE Plus License 10pk,Broker,23330,42,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-AU-PRMCALL1,A-SPK-AU-PRMCALL1,On-Premises Calling,Broker,22750,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-WX-CS-TA-ICB,A-WX-CS-TA-ICB,Global Call Me (1),Broker,22060,41,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SF-I-ISE-ESSM-10,E2SF-I-ISE-ESSM-10,Cisco Security EA 2.0 ISE Essentials Subscription ,Broker,22000,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-CCUCS-NU,A-FLEX-CCUCS-NU,Cloud Connected UC NU Standard ENT,Broker,0,0,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-AU-CDMT2-M3,A-SPK-AU-CDMT2-M3,Cloud Meetings,Broker,20841,57,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-P-UCM-10X,A-FLEX-P-UCM-10X,Unified Communications Manager v10 License -1,Broker,20580,25,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-P-UCXN-10X,A-FLEX-P-UCXN-10X,Unity Connection v10 License -1,Broker,20580,25,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-SEC-PK-ENT,A-FLEX-SEC-PK-ENT,Extended Security Pack Entitlement,Broker,19860,6,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-EVENTS-ENT,A-EVENTS-ENT,Webex Webinars 5000 Entitlement,Broker,19734,19,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
AMP4E-ADV-CL-LIC,AMP4E-ADV-CL-LIC,AMP for Endpoints Advantage Tier subscription,Broker,19467,108,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
ISE-P-LIC,ISE-P-LIC,Cisco Identity Service Engine Premier Subscription,Broker,19000,33,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-PRM-LIC-UCX-11X,A-PRM-LIC-UCX-11X,Unity Connection 11.x - User License Subscription,Broker,18720,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-PRM-LIC-ER-11X,A-PRM-LIC-ER-11X,ER 11.x 911 - User License Subscription,Broker,18720,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-PRM-LIC-UCM-11X,A-PRM-LIC-UCM-11X,UC Manager 11.x - User License Subscription,Broker,18720,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SF-A-AC-APEX-10,E2SF-A-AC-APEX-10,Security EA 2.0 Choice AnyConnect Apex License 10p,Broker,18521,62,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
DUO-ESSENTIALS,DUO-ESSENTIALS,Cisco Duo Essentials edition (formerly MFA),Broker,17426,70,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-EMP-M1-X,A-SPK-EMP-M1-X,Included Business Messaging (1),Broker,17275,28,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-EVTS-PLM-ENT,A-EVTS-PLM-ENT,Webex Events (formerly Socio) Suite EA Provisionin,Broker,17153,19,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-EVENTS-PLF-ENT,A-EVENTS-PLF-ENT,Webex Events (formerly Socio) Suite EA Entitlement,Broker,17153,19,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-WORK-FILESTG-ENT,A-WORK-FILESTG-ENT,Webex File Storage Entitlement -1,Broker,17000,17,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SE-P-SWFR,E2SE-P-SWFR,Security ELA 2.0 Stealthwatch Flow Rate License,Broker,16620,6,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-STD-CUBE,A-FLEX-STD-CUBE,CUBE Standard Trunk Session License,Broker,16339,195,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-F-MSTE-ENT,A-FLEX-F-MSTE-ENT,FedRAMP Cloud Meetings Entitlement,Broker,16296,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-CME,A-FLEX-CME,Communications Manager Express -1,Broker,16294,173,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-CUE-VM,A-FLEX-CUE-VM,Unity Express with VoiceMail -1,Broker,16166,170,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-EMP-TC-200-X,A-SPK-EMP-TC-200-X,Training Center 200 (1),Broker,16100,23,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-EMP-EC-1K-X,A-SPK-EMP-EC-1K-X,Event Center Capacity 1000 (1),Broker,16100,23,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-EMP-M2-X,A-SPK-EMP-M2-X,Included Basic Meetings (1),Broker,16100,23,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-EMP-MC-X,A-SPK-EMP-MC-X,Included Cisco WebEx Meeting Center (1),Broker,16100,23,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-EMP-CMR-25-X,A-SPK-EMP-CMR-25-X,Included Collaboration Meeting Rooms (1),Broker,16100,23,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3N-AIRWLAN-A,E3N-AIRWLAN-A,Wireless CISCO DNA EA Advantage,Broker,15958,18,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-EXP-RMS-S,A-FLEX-EXP-RMS-S,Expressway Rich Media Session included with Flex -,Broker,15956,66,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-WX-EC-CMR-25,A-WX-EC-CMR-25,Emp Count Collaboration Meeting Rooms Capacity 25,Broker,15720,44,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-NU-RMSTG-X,A-SPK-NU-RMSTG-X,Included Spark  Storage (1),Broker,15650,251,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-AU-C-PRM11,A-SPK-AU-C-PRM11,On-Premise Calling v11,Broker,15600,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-PRM-LIC-EXPDESK,A-PRM-LIC-EXPDESK,Expressway Deskphone Registration,Broker,15600,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
CMD-ESS-LIC,CMD-ESS-LIC,Cisco Cloud Mailbox Defense Essential License,Broker,15505,11,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3S-EP-ADV,E3S-EP-ADV,Security EA 3.0 AMP Endpoints Advantage,Broker,15270,10,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3S-NW-FLOW,E3S-NW-FLOW,Security EA 3.0 Stealthwatch Flow Rate,Broker,15100,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-P-ESS-11X,A-FLEX-P-ESS-11X,Essential v11 License,Broker,14825,81,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
UMB-APP-DISC,UMB-APP-DISC,Umbrella App Discovery for Professional,Broker,14800,10,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-EACM1,A-FLEX-EACM1,EA Cloud Meetings Tier 1 -1,Broker,14300,13,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-EA-BCCB,A-FLEX-EA-BCCB,EA Meetings Bridge Country Call Back Audio -1,Broker,14300,13,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-EA-SUITE,A-FLEX-EA-SUITE,Webex Suite EA Cloud Meetings- EA Cloud Calling an,Broker,14243,17,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SC-E-ESA,E2SC-E-ESA,Security ELA 2.0 Email Sec. App. (ESP+AMP+GSU+SMA),Broker,14000,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SC-W-WSA,E2SC-W-WSA,Security ELA 2.0 Web Security Appliance (WSP+AMP+S,Broker,14000,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SC-W-INSIGHTS,E2SC-W-INSIGHTS,Security ELA 2.0 Umbrella Insights with Gold Suppo,Broker,14000,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SC-W-CL-PLT2,E2SC-W-CL-PLT2,Security ELA 2.0 Cloudlock Sub for 2 Apps,Broker,14000,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SC-W-WSA-ARH,E2SC-W-WSA-ARH,Security ELA 2.0 WSA Advanced Reporting  Higher Ti,Broker,14000,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SC-S-AC-APEX,E2SC-S-AC-APEX,Security ELA 2.0 AnyConnect Apex License,Broker,14000,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SC-P-SWEP,E2SC-P-SWEP,Security ELA 2.0 Stealthwatch Endpoint Lic,Broker,14000,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SC-S-AMP-EP,E2SC-S-AMP-EP,Security ELA 2.0 Advanced Malware Protection Endpo,Broker,14000,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-AU-BCCB-TF,A-FLEX-AU-BCCB-TF,AU Meetings Bridge Country Call Back Audio -1,Broker,13819,74,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-AUD-F-EDGAUD-USR,A-AUD-F-EDGAUD-USR,FedRAMP Webex Edge Audio -1,Broker,13605,9,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-AUD-F-TOLLDIALIN,A-AUD-F-TOLLDIALIN,FedRAMP Meetings Toll Dial-In Audio -1,Broker,13605,9,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-F-NBR-STG,A-FLEX-F-NBR-STG,FedRAMP Webex Cloud Recording Storage Entitlement,Broker,13605,9,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
EA-UC17-KW-COUNT2,EA-UC17-KW-COUNT2,Total Knowledge Worker Count for UC Suite,Broker,13580,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
EA-MP17-KW-COUNT2,EA-MP17-KW-COUNT2,Total Knowledge Worker Count for MP17 Suite,Broker,13580,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-AUD-F-EA-BCCB,A-AUD-F-EA-BCCB,FedRAMP EntW Mtgs Bridge Country Call Me/Call Back,Broker,13580,4,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-NUPL-E,A-FLEX-NUPL-E,NU On-Premises Calling Enhanced,Broker,13561,208,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SF-U-DLP,E2SF-U-DLP,Sec EA 2.0 Choice Umbrella Data Loss Prevention,Broker,13300,5,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-P-DEV,A-FLEX-P-DEV,Included WebEx Storage -1,Broker,13269,106,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-CALL-ASSIST,A-FLEX-CALL-ASSIST,Cloud Calling Setup Assist,Broker,13088,22,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-AUD-EA-BCCB-TF,A-AUD-EA-BCCB-TF,EntW Meetings Bridge Country Call Me / Call Back A,Broker,12950,7,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
CES-PREM-AMP-BNDL,CES-PREM-AMP-BNDL,Email Security Premium + AMP + base ThreatGrid sub,Broker,12700,55,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-SPK-EDUEC-PCALL,A-SPK-EDUEC-PCALL,On-Premises Calling,Broker,12677,16,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-WX-RMSTG-INC,A-WX-RMSTG-INC,Spark Message Included Storage,Broker,12600,24,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
ST-CL-PNM,ST-CL-PNM,Stealthwatch Cloud Pvt Network Monitoring for Endp,Broker,12500,2,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-PJXPAGT12.5,A-FLEX-PJXPAGT12.5,On-Premises UCCX Premium Agent License v12.5,Broker,12368,342,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-P-C-ENH,A-FLEX-P-C-ENH,Enhanced Smart License -1,Broker,12337,9,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-NUPL1-AUM,A-FLEX-NUPL1-AUM,NU On-Premises Calling Tier 1 purchased with AU Me,Broker,12194,83,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-AUM,A-FLEX-AUM,AU Meetings -1,Broker,12147,114,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-LGW-CUBE,A-FLEX-LGW-CUBE,CUBE for Webex Calling -2,Broker,11555,16,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SF-I-ISE-APEX-10,E2SF-I-ISE-APEX-10,Security EA 2.0 Choice ISE Apex License 10pk,Broker,11401,29,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-WX-NU-RMSTG-INC,A-WX-NU-RMSTG-INC,Spark Message Included Storage (1),Broker,11325,72,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E3S-ES-ADV-CES,E3S-ES-ADV-CES,Security EA 3.0 Cisco Secure Email Cloud Advantage,Broker,11100,8,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-WX-EC-TEC+,A-WX-EC-TEC+,Toll Employee Count Plus,Broker,10970,43,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-FLEX-AUCM2,A-FLEX-AUCM2,AU Cloud Meetings Tier 2 -1,Broker,10920,30,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-WX-IM-INC,A-WX-IM-INC,Included Spark Message and  WebEx Messenger,Broker,10800,16,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
A-WX-EC-EE-1K,A-WX-EC-EE-1K,"Emp. Count Spark Meet (Enterprise Edition 1,000)",Broker,10650,17,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SC-CL-PLT2-5Y-S5,E2SC-CL-PLT2-5Y-S5,ELA 2 Cloudlock Sub for 2 App  5 YR  2500 - 4999 u,Broker,10500,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SC-FP-AMP-5Y-S4,E2SC-FP-AMP-5Y-S4,ELA 2 Advanced Malware Protection 5YR  1K-4999 Nod,Broker,10500,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SC-AC-APX-5Y-S6,E2SC-AC-APX-5Y-S6,ELA 2 AnyConnect Apex License  5YR  2500-4999 User,Broker,10500,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SC-E-ESA-5Y-S6,E2SC-E-ESA-5Y-S6,ELA 2 ESA SW Bundle(ESP+AMP+GSU+SMA) 5YR Lic  3K-3,Broker,10500,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SC-ST-EP-5Y-S6,E2SC-ST-EP-5Y-S6,ELA 2 Stealthwatch Endpoint Subs 5YR  2 500-4 999 ,Broker,10500,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SC-WSPLHI-5Y-S6,E2SC-WSPLHI-5Y-S6,ELA 2 Advanced Reporting  Higher Tier  5Y  3000-39,Broker,10500,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SC-UMBINS-5Y-S6,E2SC-UMBINS-5Y-S6,ELA 2 Umbrella Insights+GLD  5 YR  2500 - 4999  us,Broker,10500,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
E2SC-W-WSA-5Y-S6,E2SC-W-WSA-5Y-S6,ELA 2 Web  SW Bundle (WSP+AMP+SMA) 5YR  3K-3999 Us,Broker,10500,3,12,8,10,M12,M12,recurringBilling,BillingDay,ProRatedBilling,ImmediatelyDelete,AutomaticRenewal
